Description,Incursion Type,LAB,STID ,Zone,Northing,Easting,DH,Depth,Assay Type,COA,Sample Weight,Au,Pt,Pd,Rh,Ir,Os,Ru,Ag,Al,As,B,Ba,Be,Bi,Ca,Cd,Ce,Co,Cr,Cs,Cu,Cl,Fe,Ga,Ge,Hf,Hg,In,K,La,Li,Mg,Mn,Mo,Na,Nb,Ni,P,Pb,Rb,Re,S,Sb,Sc,Se,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn,Zr,Dy,Er,Eu,Gd,Ho,Lu,Nd,Pr,Sm,Tb,Tm,Yb
,HY20,UofN,157633,1,3902694,455516,51,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0.98,0.15,0,0.08,0.08,0.6,0.3,0.08,89939.82,,,,3.62,0,,,78.24,12.98,62.1,5.13,23.24,,,,,0.15,,0,,39.99,,20493,765.09,9.43,,0,25.88,756.79,,,0,,0.38,13.13,0.53,,624.67,0.45,0.75,7.47,3878.28,0.6,4.68,88.81,3.02,22.94,91.22,15.39,4.3,2.34,1.58,5.28,0.83,0.38,9.21,9.21,6.79,0.75,0.38,2.11
,HY20,UofN,157633,1,3902694,455516,51,5,LMB Flux,Nexus_COA_Set_2.xlsx,,1.06,0.15,0,0.15,0.08,0.53,0.3,0.15,93108.84,,,,2.26,0,,,77.72,13.51,63.53,5.13,25.05,,,,,0.23,,0,,38.93,,21209.8,799.05,9.88,,0,26.18,1168.76,,,0,,0.38,13.81,1.89,,638.86,0.38,0.6,7.92,4031.45,0.45,4.6,92.05,3.09,22.71,95.52,16.45,4.38,2.34,1.51,5.13,0.83,0.38,8.98,8.98,5.96,0.83,0.3,2.11
,HY20,UofN,157633,1,3902694,455516,51,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0.98,0.08,0,0.08,0,0.53,0.23,0.08,90241.63,,,,5.13,0,,,75.3,12.45,61.64,4.98,22.79,,,,,0.15,,0,,38.41,,20477.91,776.41,9.13,,0,25.65,945.42,,,0,,0.3,13.13,2.26,,614.94,0.38,0.38,8.07,3878.28,0.38,4.68,90.62,3.17,21.88,89.49,16,4.38,2.26,1.51,5.28,0.83,0.38,8.83,8.83,6.26,0.75,0.3,2.11
,HY20,UofN,157633,1,3902694,455516,51,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0.54,0.11,0,0.11,0.05,0.32,0.16,0.05,80641.65,,,,2.8,0,,,66.51,11.33,55.24,4.58,20.17,,,,,0.43,,0.05,,33.98,,18248.21,685.59,9.66,,0,22.49,892.72,,,0,,0.65,9.98,4.96,,556.13,0.32,0.49,6.85,3483.5,0.27,4.1,103.89,8.58,18.99,72.82,16.99,3.78,2.05,1.24,4.69,0.76,0.27,7.61,7.61,5.39,0.65,0.27,1.89
,HY20,UofN,157633,1,3902694,455516,51,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0.76,0.11,0,0.11,0,0.32,0.16,0.05,79131.3,,,,3.45,0,,,66.99,10.57,47.2,4.37,19.69,,,,,0.38,,0,,34.85,,17924.56,673.72,9.71,,0,21.47,919.15,,,0,,0.65,11,2.37,,538.92,0.32,0,7.5,3411.76,0.22,4.05,101.79,8.36,19.15,66.19,17.8,3.78,1.94,1.19,4.48,0.7,0.27,7.66,7.66,5.45,0.65,0.27,1.89
,HY20,UofN,157633,1,3902694,455516,51,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0.49,0.11,0,0.05,0,0.32,0.11,0.11,80264.06,,,,2.48,0,,,64.73,11.11,49.09,4.37,19.1,,,,,0.49,,0,,33.23,,18269.78,683.97,9.39,,0,20.77,854.42,,,0,,0.7,12.35,3.34,,550.2,0.32,0.27,7.39,3461.93,0.22,4.15,103.67,8.79,18.99,67.7,19.15,3.67,2,1.19,4.48,0.7,0.27,7.55,7.55,5.23,0.59,0.27,1.78
,HY20,UofN,157634,1,3902694,455516,51,10,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0.51,0,0.11,0.06,0.34,0.23,0.11,75946.79,,,,4.68,0,,,58.96,6.56,43.68,2,9.52,,,,,0.29,,0,,30.73,,9567.47,440.97,4.45,,0,14.2,683.06,,,0,,0.17,7.3,4.62,,552.38,0.23,0,4.5,2586.87,0.29,2.17,57.02,1.65,15.28,37.8,16.53,2.91,1.65,1.2,3.93,0.57,0.23,6.73,6.73,4.68,0.57,0.23,1.43
,HY20,UofN,157634,1,3902694,455516,51,10,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0.06,0,0.11,0.06,0.4,0.17,0.11,77087.13,,,,1.6,0,,,59.24,7.13,45.5,2.11,9.35,,,,,0.34,,0,,30.9,,9824.05,446.56,4.9,,0,14.65,660.26,,,0,,0.17,7.98,0.57,,558.54,0.23,0.23,4.9,2701.47,0.34,2.17,57.53,1.71,15.85,39.11,17.33,2.96,1.6,1.2,4.05,0.57,0.23,6.96,6.96,4.45,0.63,0.23,1.43
,HY20,UofN,157634,1,3902694,455516,51,10,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0.11,0,0.11,0.06,0.46,0.23,0.11,74407.33,,,,3.36,0,,,59.7,6.44,42.25,2.05,8.1,,,,,0.29,,0,,30.85,,9402.12,425.92,4.5,,0,13.97,568.35,,,0,,0.11,7.47,0,,535.9,0.23,0.11,4.62,2546.38,0.34,2.22,54.57,1.77,15.51,35.75,17.11,2.96,1.54,1.14,3.99,0.57,0.29,6.84,6.84,4.85,0.57,0.23,1.54
,HY20,UofN,157634,1,3902694,455516,51,10,LMB Flux,Nexus_COA_Set_2.xlsx,,0.07,0.43,0,0.07,0.04,0.29,0.14,0.11,76239.27,,,,2.8,0,,,59.02,6.43,28.07,2.08,9.85,,,,,0.61,,0,,29.8,,9471.5,439.61,3.7,,0,12.37,617.53,,,0,,0.29,7.15,1.4,,546.36,0.22,0.07,4.57,2584.44,0.18,2.23,55.43,1.69,15.96,36.63,22.03,3.06,1.65,1.15,3.95,0.61,0.25,6.97,6.97,4.71,0.54,0.25,1.55
,HY20,UofN,157634,1,3902694,455516,51,10,LMB Flux,Nexus_COA_Set_2.xlsx,,0.04,0.07,0,0.07,0,0.22,0.14,0.11,75628.2,,,,2.88,0,,,58.73,6.4,27.89,2.01,9.35,,,,,0.61,,0.04,,30.09,,9367.26,435.65,3.7,,0,11.75,708.12,,,0,,0.29,7.62,2.52,,539.89,0.22,0.11,4.89,2541.67,0.14,2.26,54.64,1.69,15.82,36.52,22.5,3.09,1.69,1.15,4.03,0.58,0.25,6.87,6.87,4.57,0.58,0.22,1.51
,HY20,UofN,157634,1,3902694,455516,51,10,LMB Flux,Nexus_COA_Set_2.xlsx,,0.11,0.07,0,0.14,0,0.22,0.14,0.07,74513.91,,,,3.27,0,,,59.06,6.22,27.82,2.05,9.09,,,,,0.72,,0,,30.01,,9151.59,432.06,3.67,,0,11.39,633.71,,,0,,0.25,7.66,1.83,,541.33,0.22,0,5.1,2523.7,0.11,2.26,53.63,1.69,15.74,37.42,22.65,3.09,1.58,1.22,4.03,0.61,0.25,7.05,7.05,4.74,0.54,0.25,1.51
,HY20,UofN,157635,1,3902694,455516,51,15,LMB Flux,Nexus_COA_Set_2.xlsx,,0,1.28,0,2.03,0.07,0.74,0.2,0.14,87105.13,,,,4.94,0,,,78.45,6.83,38.48,1.42,6.63,,,,,0.14,,0,,40.1,,6628.92,400.9,5,,0,16.1,633.14,,,0,,0,6.97,7.98,,637.6,0.2,0.41,4.87,2671.99,0.68,1.62,58.5,1.28,17.45,26.31,10.82,3.18,1.76,1.42,4.67,0.61,0.27,8.79,8.79,5.41,0.61,0.27,1.56
,HY20,UofN,157635,1,3902694,455516,51,15,LMB Flux,Nexus_COA_Set_2.xlsx,,0,1.35,0,1.96,0.07,0.34,0.2,0.07,86361.22,,,,2.91,0,,,78.65,6.09,36.11,1.35,5.95,,,,,0,,0,,40.44,,6446.32,396.44,4.87,,0,13.05,528.92,,,0,,0,6.9,4.19,,630.36,0.2,0.47,5.21,2598.28,0.47,1.62,60.12,0.95,17.38,23.94,10.82,3.31,1.83,1.49,4.8,0.61,0.27,8.93,8.93,5.75,0.61,0.27,1.62
,HY20,UofN,157635,1,3902694,455516,51,15,LMB Flux,Nexus_COA_Set_2.xlsx,,0,1.42,0,2.16,0.07,0.41,0.27,0.07,88254.81,,,,2.84,0,,,75.95,5.82,37.74,1.42,6.09,,,,,0.07,,0,,39.16,,6629.59,402.18,5.07,,0,12.85,594.11,,,0,,0,6.56,4.33,,638,0.2,0.14,5.34,2619.92,0.47,1.62,59.92,1.08,16.77,24.68,10.89,3.38,1.69,1.49,4.53,0.61,0.27,8.66,8.66,5.21,0.61,0.27,1.49
,HY20,UofN,157635,1,3902694,455516,51,15,LMB Flux,Nexus_COA_Set_2.xlsx,,0,1.18,0,1.72,0,0.3,0.18,0.06,82835.05,,,,3.61,0,,,72.48,5.8,29.05,1.36,5.38,,,,,0,,0,,37.69,,6271.8,380.98,3.55,,0,12.37,489.5,,,0,,0,7.04,6.86,,611.8,0.18,0,4.26,2515.82,0.41,1.66,58.46,0.89,16.39,23.31,9.88,3.14,1.6,1.36,4.32,0.59,0.24,8.28,8.28,5.8,0.59,0.24,1.42
,HY20,UofN,157635,1,3902694,455516,51,15,LMB Flux,Nexus_COA_Set_2.xlsx,,0,1.3,0,1.83,0,0.36,0.24,0.06,83190.06,,,,1.89,0,,,74.31,5.86,31.54,1.42,5.09,,,,,0.12,,0,,38.34,,6277.71,381.1,3.2,,0,11.66,623.63,,,0,,0,6.57,1.72,,608.25,0.18,0,4.85,2529.43,0.41,1.6,58.75,0.89,16.21,21.6,10.47,3.37,1.78,1.36,4.38,0.59,0.24,8.4,8.4,5.27,0.59,0.24,1.54
,HY20,UofN,157635,1,3902694,455516,51,15,LMB Flux,Nexus_COA_Set_2.xlsx,,0,1.36,0,2.01,0,0.36,0.18,0.06,85497.61,,,,4.56,0,,,77.04,5.74,30.18,1.42,6.92,,,,,0.12,,0,,40.12,,6419.72,385.01,3.37,,0,11.77,541.5,,,0,,0,7.28,2.01,,618.9,0.18,0.53,5.15,2557.24,0.36,1.72,60.47,0.83,17.57,23.55,13.79,3.31,1.78,1.54,4.62,0.65,0.24,8.99,8.99,5.74,0.59,0.24,1.83
,HY20,UofN,157636,1,3902694,455516,51,20,LMB Flux,Nexus_COA_Set_2.xlsx,,1.02,1.97,0,1.82,0.58,1.38,0.36,1.46,83116.13,,,,5.02,0.29,,,76.64,7.64,52.4,2.33,19,,,,,1.02,,0.15,,40.39,,8588.18,379.99,6.04,,1.09,18.78,764.2,,,0.07,,0.36,5.46,2.84,,642.66,0.36,1.38,7.5,2626.67,2.33,2.18,66.89,4.51,18.34,54.22,9.97,3.57,1.89,1.31,4.73,0.73,0.29,8.44,8.44,5.6,0.58,0.29,1.67
,HY20,UofN,157636,1,3902694,455516,51,20,LMB Flux,Nexus_COA_Set_2.xlsx,,1.16,2.04,0,1.82,0.44,1.24,0.44,0.95,80859.92,,,,3.2,0.22,,,77.44,7.21,49.42,2.18,16.3,,,,,0.87,,0.15,,40.25,,8289.78,370.24,5.09,,0.8,17.1,662.45,,,0.07,,0.36,6.62,5.31,,619.8,0.36,0.36,8.59,2546.61,1.6,2.26,63.9,3.28,17.39,54.88,11.64,3.35,1.97,1.31,4.59,0.66,0.29,8.73,8.73,5.53,0.58,0.29,1.89
,HY20,UofN,157636,1,3902694,455516,51,20,LMB Flux,Nexus_COA_Set_2.xlsx,,0.87,1.67,0,1.75,0.29,1.09,0.29,0.95,81878.85,,,,3.06,0.15,,,76.86,7.13,49.93,2.11,14.85,,,,,0.8,,0.07,,39.74,,8348,375.33,4.51,,0.66,16.67,688.66,,,0,,0.22,6.84,11.35,,628.32,0.36,0.51,8.59,2611.39,1.31,2.18,64.7,3.06,17.83,54.66,12.37,3.28,1.82,1.31,4.59,0.73,0.36,8.44,8.44,5.53,0.58,0.29,1.82
,HY20,UofN,157636,1,3902694,455516,51,20,LMB Flux,Nexus_COA_Set_2.xlsx,,0.62,2.34,0,3.09,0.28,0.76,0.28,0.48,84429.03,,,,3.09,0.07,,,78.38,7.08,51.5,2.06,12.24,,,,,0.41,,0.07,,41.11,,8614.79,356.62,4.54,,0.41,16.78,759.04,,,0,,0.14,7.08,3.78,,635.35,0.28,0.48,6.81,2670.38,0.89,2.2,64.63,2.34,17.46,29.98,7.98,3.16,1.86,1.24,4.61,0.69,0.28,8.59,8.59,5.29,0.62,0.28,1.51
,HY20,UofN,157636,1,3902694,455516,51,20,LMB Flux,Nexus_COA_Set_2.xlsx,,0.83,2.75,0,3.23,0.21,0.76,0.41,0.48,81747.66,,,,5.02,0.07,,,79.07,6.74,52.94,2.13,11.83,,,,,0.34,,0,,41.66,,8408.53,347.89,4.81,,0.34,15.47,646.83,,,0,,0.07,7.36,6.12,,613.49,0.28,0.21,7.43,2596.81,0.76,2.41,62.77,2.2,18.29,29.63,7.63,3.71,1.99,1.51,4.54,0.83,0.41,8.8,8.8,5.98,0.83,0.34,1.86
,HY20,UofN,157636,1,3902694,455516,51,20,LMB Flux,Nexus_COA_Set_2.xlsx,,0.76,2.54,0,3.23,0.14,0.76,0.28,0.34,85529.09,,,,4.4,0,,,80.1,6.94,54.45,2.13,11.89,,,,,0.41,,0,,42.49,,8772.92,360.2,4.88,,0.28,15.54,624,,,0,,0,7.56,3.23,,638.31,0.28,0,7.36,2680.69,0.69,2.27,65.59,1.99,18.29,34.65,8.73,3.51,1.93,1.58,4.95,0.76,0.41,8.94,8.94,5.71,0.76,0.34,1.72
,HY20,UofN,157638,1,3903104,455489,52,5,LMB Flux,Nexus_COA_Set_2.xlsx,,1.77,0.11,0,0.06,0.17,1.6,0.57,0.46,61386.39,,,,3.19,0.06,,,46.23,9.35,244.12,1.82,20.46,,,,,0.46,,0,,22,,13571.12,525.18,4.27,,0.11,26.45,718.17,,,0,,0.28,5.47,4.33,,937.04,0.57,0,4.9,2619.04,0.51,4.05,62.75,2.56,12.94,62.41,17.33,2.51,1.54,0.91,3.36,0.57,0.23,5.19,5.19,3.7,0.51,0.23,1.37
,HY20,UofN,157638,1,3903104,455489,52,5,LMB Flux,Nexus_COA_Set_2.xlsx,,1.31,0.11,0,0.28,0.11,1.54,0.4,0.51,61956.37,,,,5.87,0.06,,,41.95,9.12,236.43,1.94,19.95,,,,,0.46,,0.06,,19.78,,13554.02,530.65,4.39,,0.11,27.36,657.75,,,0,,0.23,5.07,3.19,,932.48,0.51,0.57,5.02,2607.64,0.51,3.76,61.22,2.51,11.57,63.89,17.61,2.34,1.37,0.85,3.19,0.51,0.23,4.84,4.84,3.42,0.4,0.17,1.25
,HY20,UofN,157638,1,3903104,455489,52,5,LMB Flux,Nexus_COA_Set_2.xlsx,,1.31,0.11,0,0.23,0.17,1.71,0.34,0.57,63780.29,,,,4.56,0.06,,,37.62,9.4,244.01,1.99,21.32,,,,,0.51,,0.06,,17.84,,14015.7,540.11,4.67,,0.11,29.18,697.65,,,0,,0.34,5.7,6.9,,963.26,0.51,0.57,4.73,2685.16,0.46,3.19,64.81,2.56,10.54,60.59,18.81,2.11,1.14,0.74,2.45,0.4,0.23,4.22,4.22,2.96,0.4,0.17,1.14
,HY20,UofN,157638,1,3903104,455489,52,5,LMB Flux,Nexus_COA_Set_2.xlsx,,1.38,0.07,0,0.14,0.21,1.93,0.62,0.48,61467.01,,,,1.66,0.07,,,37.88,8.14,50.37,2,14.63,,,,,0.34,,0,,18.01,,13633.27,409.69,6,,0.14,14.63,725.13,,,0,,0.21,6.21,1.17,,956.26,0.55,0.28,4.76,2572.11,0.62,3.24,71.82,2.76,10.56,34.91,14.56,2.35,1.1,0.76,2.55,0.41,0.21,4.21,4.21,3.04,0.41,0.21,1.03
,HY20,UofN,157638,1,3903104,455489,52,5,LMB Flux,Nexus_COA_Set_2.xlsx,,1.38,0.21,0,0.14,0.14,1.79,0.48,0.48,65261.69,,,,4.83,0.07,,,37.12,8.56,54.57,2,14.76,,,,,0.28,,0,,17.66,,14378.41,420.93,6.14,,0.07,15.11,680.28,,,0,,0.21,6.35,2.35,,987.31,0.55,0.62,5.04,2888.79,0.62,3.31,74.79,3.17,10.28,39.4,16.21,2.14,1.24,0.76,2.83,0.41,0.21,4.28,4.28,2.97,0.41,0.14,1.03
,HY20,UofN,157638,1,3903104,455489,52,5,LMB Flux,Nexus_COA_Set_2.xlsx,,1.38,0.14,0,0.14,0.14,1.66,0.41,0.48,63695.52,,,,3.73,0.07,,,38.5,8.42,51.75,2,14.76,,,,,0.21,,0,,18.42,,13998.94,417.9,5.45,,0.07,14.14,622.95,,,0,,0.21,6.42,6.14,,963.85,0.55,0.97,5.66,2643.86,0.62,3.38,72.93,2.69,10.9,38.22,16.21,2.28,1.17,0.76,2.76,0.41,0.21,4.35,4.35,3.31,0.41,0.21,1.17
,HY20,UofN,157639,1,3903104,455489,52,10,LMB Flux,Nexus_COA_Set_2.xlsx,,1.03,0.12,0,0.12,0.12,1.28,0.3,0.49,58367.25,,,,2.62,0.06,,,35.37,9.68,58.75,2.44,19.36,,,,,0.43,,0,,18.14,,14532.45,506.41,4.32,,0.06,18.33,601.39,,,0,,0.49,6.03,10.96,,737.89,0.49,0,4.44,2830.39,0.55,4.14,69.95,2.5,10.41,97.29,19.66,2.13,1.16,0.73,2.8,0.43,0.18,4.26,4.26,3.04,0.43,0.18,1.03
,HY20,UofN,157639,1,3903104,455489,52,10,LMB Flux,Nexus_COA_Set_2.xlsx,,1.03,0.12,0,0.18,0.18,1.46,0.3,0.43,59329.18,,,,2.92,0.06,,,33.48,9.74,58.45,2.31,20.09,,,,,0.61,,0.06,,16.86,,14867.3,518.29,4.08,,0.06,19.79,785.37,,,0,,0.43,5.54,7.43,,749.45,0.55,0,4.69,2958.85,0.55,3.84,72.14,2.68,9.68,49.86,21.43,1.95,1.1,0.67,2.5,0.37,0.12,3.96,3.96,2.8,0.37,0.18,0.97
,HY20,UofN,157639,1,3903104,455489,52,10,LMB Flux,Nexus_COA_Set_2.xlsx,,0.79,0.12,0,0.12,0.12,1.34,0.24,0.37,58434.22,,,,3.1,0.06,,,34.76,9.8,58.93,2.37,19.6,,,,,0.67,,0,,17.59,,14508.1,508.18,4.44,,0.06,18.57,758.59,,,0,,0.43,5.78,3.9,,740.93,0.49,0.3,5.3,2858.39,0.55,4.2,71.48,2.92,10.11,44.87,21.98,2.07,1.22,0.67,2.56,0.43,0.18,4.14,4.14,2.86,0.37,0.18,0.97
,HY20,UofN,157639,1,3903104,455489,52,10,LMB Flux,Nexus_COA_Set_2.xlsx,,0.58,0.12,0,0.17,0.12,1.22,0.23,0.29,57186.31,,,,2.9,0,,,30.09,8.93,82.73,2.15,12.75,,,,,0.17,,0,,15.6,,14464.71,433.07,4.87,,0,22.09,714.25,,,0,,0.23,5.45,0.64,,742.08,0.35,0.23,4.41,2708.58,0.52,3.36,67.19,2.49,8.41,54.26,11.59,1.62,0.93,0.52,2.09,0.35,0.12,3.48,3.48,2.38,0.29,0.12,0.81
,HY20,UofN,157639,1,3903104,455489,52,10,LMB Flux,Nexus_COA_Set_2.xlsx,,0.7,0.17,0,1.22,0.12,1.45,0.29,0.29,56374.67,,,,3.71,0,,,33.16,9.04,82.5,2.26,13.28,,,,,0.23,,0,,16.99,,14313.97,424.61,4.99,,0,22.26,582.65,,,0,,0.17,6.2,0.35,,727.58,0.35,0.64,4.93,2662.78,0.46,3.83,65.28,2.32,9.1,56.76,11.83,1.8,1.04,0.64,2.43,0.35,0.17,3.71,3.71,2.49,0.35,0.17,0.87
,HY20,UofN,157639,1,3903104,455489,52,10,LMB Flux,Nexus_COA_Set_2.xlsx,,0.58,0.17,0,0.23,0.12,1.39,0.29,0.41,58670.47,,,,3.94,0,,,32.47,9.22,93.22,2.32,16.41,,,,,0.29,,0,,16.7,,14742.98,438.23,6.26,,0,24.18,732.22,,,0,,0.23,6.44,2.15,,756.57,0.35,0.35,5.28,2794.38,0.52,3.65,67.71,2.38,9.28,55.31,13.04,1.86,1.04,0.58,2.26,0.35,0.17,3.71,3.71,2.38,0.35,0.17,0.99
,HY20,UofN,157640,1,3903104,455489,52,15,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0.52,0,0.44,0.07,1.11,0.22,0.22,83176.08,,,,4.27,0,,,41.4,8.32,48.55,2.36,8.47,,,,,0.44,,0,,21.59,,10741.43,503.48,3.76,,0,17.24,775.03,,,0,,0.52,7.15,5.67,,577.66,0.44,0.44,5.08,3327.78,0.52,1.55,66.38,3.09,12.6,45.53,18.79,2.21,1.33,0.88,3.24,0.44,0.15,4.86,4.86,3.24,0.44,0.15,1.18
,HY20,UofN,157640,1,3903104,455489,52,15,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0.52,0,0.44,0.07,1.03,0.22,0.15,82218.34,,,,3.68,0,,,45.6,8.25,45.09,2.21,10.24,,,,,0.44,,0,,23.65,,10417.27,500.16,3.46,,0,16.06,622.46,,,0,,0.44,7,0,,573.32,0.52,0.22,5.67,3279.89,0.59,1.62,65.35,3.54,13.41,44.28,21.44,2.65,1.47,0.96,3.09,0.52,0.22,5.38,5.38,3.76,0.44,0.22,1.33
,HY20,UofN,157640,1,3903104,455489,52,15,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0.59,0,0.59,0.07,0.88,0.22,0.22,81039.58,,,,4.27,0,,,45.9,7.96,45.82,2.21,9.72,,,,,0.59,,0,,24.02,,10247.82,490.66,3.24,,0,16.06,594.17,,,0,,0.37,8.25,9.8,,563,0.52,0.52,5.82,3187.8,0.59,1.69,63.28,3.54,13.48,40.37,22.03,2.58,1.55,1.03,3.39,0.52,0.22,5.38,5.38,3.83,0.52,0.22,1.33
,HY20,UofN,157640,1,3903104,455489,52,15,LMB Flux,Nexus_COA_Set_2.xlsx,,0,1.03,0,1.35,0.06,0.9,0.19,0.19,82522.22,,,,4.44,0,,,41.87,8.05,47.28,2.19,11.14,,,,,0.32,,0,,21.71,,10410.3,501.96,4.51,,0,16.49,698.96,,,0,,0.19,6.31,6.64,,576.5,0.32,0.58,4.51,3342.12,0.45,1.61,68.87,3.22,13.27,32.6,20.74,2.51,1.29,0.9,3.16,0.52,0.19,4.96,4.96,3.54,0.45,0.19,1.29
,HY20,UofN,157640,1,3903104,455489,52,15,LMB Flux,Nexus_COA_Set_2.xlsx,,0,1.22,0,1.55,0.06,0.71,0.26,0.19,82908.74,,,,2.71,0,,,46.12,8.12,42.77,2.25,11.4,,,,,0.52,,0,,23.77,,10397.41,509.37,4.64,,0,16.23,685.43,,,0,,0.19,7.47,0,,576.95,0.39,1.1,5.41,3273.19,0.45,1.8,69.83,3.29,14.95,35.37,21.97,2.77,1.55,1.03,3.48,0.52,0.19,5.54,5.54,3.99,0.52,0.26,1.48
,HY20,UofN,157640,1,3903104,455489,52,15,LMB Flux,Nexus_COA_Set_2.xlsx,,0.19,1.67,0,2.13,0.06,0.77,0.32,0.19,84970.19,,,,3.09,0,,,62.55,8.05,47.22,2.25,12.56,,,,,0.52,,0,,31.89,,10629.33,514.39,4.77,,0,16.88,755.65,,,0,,0.19,9.34,3.61,,590.41,0.39,0.58,7.28,3343.41,0.45,2.32,70.28,3.22,19.52,34.14,24.16,3.54,2.06,1.35,4.57,0.77,0.32,7.41,7.41,5.28,0.71,0.32,1.87
,HY20,UofN,157641,1,3903104,455489,52,20,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0.85,0,1.51,0.06,0.67,0.3,0.12,84046.79,,,,1.82,0,,,78.05,8.18,46.9,2.12,12.3,,,,,0.24,,0.06,,39.39,,9204.55,363.64,4.24,,0,15.21,618.69,,,0,,0.06,8.6,5.94,,579.24,0.36,0.3,6.6,2911.64,0.42,2.12,65.99,2.67,18.6,55.93,13.69,3.64,1.82,1.39,5.03,0.67,0.3,8.79,8.79,5.76,0.67,0.3,1.7
,HY20,UofN,157641,1,3903104,455489,52,20,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0.91,0,1.7,0.06,0.61,0.24,0.18,81501.75,,,,3.15,0,,,79.08,8.06,45.93,2,11.27,,,,,0.12,,0,,39.39,,8956.1,358.61,4.36,,0,13.39,514.34,,,0,,0.06,9.63,6.67,,559.3,0.3,0.91,7.03,2808.02,0.3,2.12,64.47,2.61,19.09,53.99,13.45,3.7,1.94,1.39,5.03,0.67,0.3,9.09,9.09,5.64,0.67,0.3,1.82
,HY20,UofN,157641,1,3903104,455489,52,20,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0.97,0,1.39,0.06,0.55,0.3,0.12,84773.94,,,,2.18,0,,,78.71,8,46.42,2.12,12,,,,,0.18,,0,,40.05,,9289.38,370.55,4.79,,0,14.24,532.88,,,0,,0.06,9.45,1.33,,582.81,0.36,0.12,6.91,2980.72,0.3,2.06,67.63,2.91,19.57,58.17,14.06,3.58,1.88,1.39,4.97,0.73,0.3,9.15,9.15,5.76,0.67,0.3,1.7
,HY20,UofN,157641,1,3903104,455489,52,20,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0.79,0,1.51,0.07,0.85,0.26,0.13,80151.81,,,,2.76,0,,,87.64,8.34,64.92,2.1,11.42,,,,,0.13,,0,,44.77,,8842.3,362.03,3.74,,0,17.53,530.21,,,0,,0.07,7.61,4.53,,554.7,0.26,1.77,6.37,2795.8,0.46,2.17,59.54,2.82,19.89,41.75,12.6,3.74,1.97,1.51,5.05,0.72,0.33,9.98,9.98,6.17,0.66,0.33,1.97
,HY20,UofN,157641,1,3903104,455489,52,20,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0.72,0,1.38,0.07,0.85,0.26,0.13,81267.77,,,,4.27,0,,,85.67,9.52,63.94,2.1,12.28,,,,,0.26,,0,,44.11,,8953.9,361.04,3.28,,0,19.23,383.3,,,0,,0.07,7.94,3.87,,566.31,0.26,1.51,6.37,2893.61,0.72,2.17,60.13,2.89,20.09,48.18,13.39,3.74,2.03,1.44,4.86,0.72,0.33,9.85,9.85,5.65,0.72,0.33,1.77
,HY20,UofN,157641,1,3903104,455489,52,20,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0.72,0,2.1,0.07,0.53,0.26,0.13,81464.7,,,,2.23,0,,,82.91,8.14,66.24,1.97,10.96,,,,,0.13,,0,,43.13,,8796.35,364.59,3.48,,0,15.49,582.86,,,0,,0.07,8.53,7.22,,561.46,0.33,0.39,6.56,2864.07,0.39,2.17,58.42,2.89,18.51,35.45,13.26,3.68,1.84,1.38,4.92,0.66,0.33,9.45,9.45,6.17,0.72,0.33,1.84
,HY20,UofN,157764,1,3903508,455652,53,5,LMB Flux,Nexus_COA_Set_2.xlsx,,6.65,0.25,2.85,0.13,1.58,12.99,0.76,4.56,67352.63,,,,3.48,3.67,,,51.58,11.91,64.37,4.37,25.91,,,,,2.03,,0.25,,25.34,,22119.29,579.5,9.69,,2.41,24.96,843.97,,,0.51,,1.39,4.88,6.4,,807.22,1.9,1.58,9.88,3394.24,4.18,5.64,86.3,9.57,13.18,72.42,18.12,3.36,1.84,1.01,3.99,0.7,0.32,6.08,6.08,4.56,0.57,0.25,1.71
,HY20,UofN,157764,1,3903508,455652,53,5,LMB Flux,Nexus_COA_Set_2.xlsx,,5.13,0.63,2.41,0.51,1.27,10.71,0.63,3.67,66972.46,,,,4.37,2.47,,,50.37,11.85,62.98,4.31,25.91,,,,,2.34,,0.25,,24.84,,22106.62,577.91,8.93,,2.03,25.79,829.39,,,0.44,,1.33,5.77,0.51,,800.25,1.84,0.19,10.01,3348.62,3.17,5.58,86.17,8.62,12.99,77.62,22.05,3.29,1.77,1.01,3.67,0.7,0.32,5.89,5.89,4.44,0.57,0.25,1.52
